#efficiency name: ECAL-Trigger
#dimension: 1
#XMin  XMax  EtaMin   EtaMax  PUMin  PUMax  NumParms  eff       systp     systm     den      phistar
20     25    -1.4442  1.4442  0      5      5         0.899089  0.899762  0.898415  1333.04  0
25     30    -1.4442  1.4442  0      5      5         0.937282  0.937817  0.936748  2466.16  0
30     35    -1.4442  1.4442  0      5      5         0.972372  0.97272   0.972025  3762.7   0
35     40    -1.4442  1.4442  0      5      5         0.979824  0.980007  0.97964   4660.27  0
40     45    -1.4442  1.4442  0      5      5         0.988596  0.988611  0.988581  5350.99  0
45     50    -1.4442  1.4442  0      5      5         0.992017  0.992153  0.991881  3339.69  0
50     55    -1.4442  1.4442  0      5      5         0.996899  0.997065  0.996732  1420.03  0
55     60    -1.4442  1.4442  0      5      5         1.00423   1.00635   1.00212   658.251  0
60     500   -1.4442  1.4442  0      5      5         1.00042   1.00217   0.998674  999.808  0
20     25    -1.4442  1.4442  5      102    5         0.950645  0.95255   0.94874   1456.48  0
25     30    -1.4442  1.4442  5      102    5         0.94426   0.944584  0.943935  2758.53  0
30     35    -1.4442  1.4442  5      102    5         0.969228  0.969316  0.96914   4287.15  0
35     40    -1.4442  1.4442  5      102    5         0.974235  0.974443  0.974027  5722.09  0
40     45    -1.4442  1.4442  5      102    5         0.985022  0.985106  0.984939  6353.43  0
45     50    -1.4442  1.4442  5      102    5         0.992543  0.992884  0.992202  3989.2   0
50     55    -1.4442  1.4442  5      102    5         0.993532  0.993665  0.9934    1638.16  0
55     60    -1.4442  1.4442  5      102    5         0.985271  0.986022  0.98452   786.053  0
60     500   -1.4442  1.4442  5      102    5         0.994414  0.994655  0.994174  1061.46  0
20     25    1.566    2.5     0      5      5         0.821475  0.84751   0.79544   407.153  0
25     30    1.566    2.5     0      5      5         0.784648  0.786895  0.782401  653.464  0
30     35    1.566    2.5     0      5      5         0.695641  0.697291  0.693991  877.6    0
35     40    1.566    2.5     0      5      5         0.77422   0.775116  0.773324  1041.42  0
40     45    1.566    2.5     0      5      5         0.902979  0.90454   0.901419  1172.89  0
45     50    1.566    2.5     0      5      5         0.987145  0.989691  0.984598  704.193  0
50     55    1.566    2.5     0      5      5         0.994021  1.00038   0.987658  279.071  0
55     60    1.566    2.5     0      5      5         0.905779  0.918064  0.893494  150.208  0
60     500   1.566    2.5     0      5      5         1.0799    1.15517   1.00463   44.8702  0
20     25    1.566    2.5     5      102    5         0.963152  1.00187   0.924431  315.016  0
25     30    1.566    2.5     5      102    5         0.706669  0.717033  0.696305  674.164  0
30     35    1.566    2.5     5      102    5         0.659254  0.66152   0.656988  1017.4   0
35     40    1.566    2.5     5      102    5         0.764532  0.764885  0.764178  1237.2   0
40     45    1.566    2.5     5      102    5         0.881606  0.882349  0.880864  1354.76  0
45     50    1.566    2.5     5      102    5         0.961368  0.962144  0.960591  876.565  0
50     55    1.566    2.5     5      102    5         0.88484   0.885558  0.884123  346.524  0
55     60    1.566    2.5     5      102    5         0.910926  0.92024   0.901611  152.021  0
60     500   1.566    2.5     5      102    5         0.882031  0.890275  0.873787  310.485  0
20     25    -2.5     -1.566  0      5      5         0.852626  0.877722  0.82753   356.506  0
25     30    -2.5     -1.566  0      5      5         0.687664  0.69317   0.682157  649.872  0
30     35    -2.5     -1.566  0      5      5         0.679625  0.68048   0.67877   948.821  0
35     40    -2.5     -1.566  0      5      5         0.748847  0.750441  0.747254  1121.38  0
40     45    -2.5     -1.566  0      5      5         0.89505   0.896014  0.894086  1121.1   0
45     50    -2.5     -1.566  0      5      5         0.942921  0.944267  0.941574  721.167  0
50     55    -2.5     -1.566  0      5      5         0.984393  0.988545  0.980241  282.457  0
55     60    -2.5     -1.566  0      5      5         0.817779  0.822855  0.812703  114.64   0
60     500   -2.5     -1.566  0      5      5         0.991338  1.00535   0.977329  233.64   0
20     25    -2.5     -1.566  5      102    5         0.879409  0.913743  0.845074  394.212  0
25     30    -2.5     -1.566  5      102    5         0.744146  0.758139  0.730154  661.11   0
30     35    -2.5     -1.566  5      102    5         0.661911  0.66211   0.661712  1146.31  0
35     40    -2.5     -1.566  5      102    5         0.781625  0.795583  0.767667  1314.17  0
40     45    -2.5     -1.566  5      102    5         0.876378  0.878081  0.874676  1363.21  0
45     50    -2.5     -1.566  5      102    5         0.957657  0.961806  0.953507  770.571  0
50     55    -2.5     -1.566  5      102    5         1.017     1.03294   1.00106   282.962  0
55     60    -2.5     -1.566  5      102    5         1.01069   1.0206    1.00079   133.279  0
60     500   -2.5     -1.566  5      102    5         0.774646  0.783151  0.766142  306.125  0
# Output directory:  /export/scratch/tmp/gsf_gsf_mc_run_as_data_v_N9sl
