#efficiency name: GSF (MC)
#dimension: 1
#XMin  XMax  EtaMin   EtaMax  PUMin  PUMax  NumParms  eff       systp     systm     den    phistar
20     25    -1.4442  1.4442  0      5      5         0.882439  0.8825    0.882379  13623  0
25     30    -1.4442  1.4442  0      5      5         0.940951  0.940986  0.940917  22950  0
30     35    -1.4442  1.4442  0      5      5         0.967537  0.967545  0.967529  34722  0
35     40    -1.4442  1.4442  0      5      5         0.978198  0.978203  0.978194  47155  0
40     45    -1.4442  1.4442  0      5      5         0.984141  0.984152  0.984131  55383  0
45     50    -1.4442  1.4442  0      5      5         0.986701  0.986703  0.986698  35208  0
50     55    -1.4442  1.4442  0      5      5         0.986112  0.986289  0.985935  13153  0
55     60    -1.4442  1.4442  0      5      5         0.988106  0.988545  0.987668  5880   0
60     500   -1.4442  1.4442  0      5      5         0.979584  0.979739  0.979428  7531   0
20     25    -1.4442  1.4442  5      102    5         0.876344  0.876776  0.875911  17225  0
25     30    -1.4442  1.4442  5      102    5         0.939392  0.939426  0.939357  29159  0
30     35    -1.4442  1.4442  5      102    5         0.964395  0.964422  0.964369  44025  0
35     40    -1.4442  1.4442  5      102    5         0.977464  0.977464  0.977463  60267  0
40     45    -1.4442  1.4442  5      102    5         0.983629  0.98369   0.983569  70844  0
45     50    -1.4442  1.4442  5      102    5         0.985984  0.986071  0.985897  47110  0
50     55    -1.4442  1.4442  5      102    5         0.985716  0.985759  0.985673  17689  0
55     60    -1.4442  1.4442  5      102    5         0.985897  0.986161  0.985633  7951   0
60     500   -1.4442  1.4442  5      102    5         0.983166  0.983648  0.982684  10086  0
20     25    1.566    2.5     0      5      5         0.666708  0.667126  0.666291  5132   0
25     30    1.566    2.5     0      5      5         0.689241  0.689431  0.689052  7441   0
30     35    1.566    2.5     0      5      5         0.718209  0.718266  0.718151  9539   0
35     40    1.566    2.5     0      5      5         0.763892  0.763932  0.763852  11614  0
40     45    1.566    2.5     0      5      5         0.784563  0.784651  0.784476  13263  0
45     50    1.566    2.5     0      5      5         0.797275  0.797456  0.797095  8931   0
50     55    1.566    2.5     0      5      5         0.808825  0.809682  0.807968  3360   0
55     60    1.566    2.5     0      5      5         0.805752  0.806034  0.805471  1395   0
60     500   1.566    2.5     0      5      5         0.805675  0.806799  0.804552  1677   0
20     25    1.566    2.5     5      102    5         0.648088  0.649018  0.647158  6580   0
25     30    1.566    2.5     5      102    5         0.689394  0.689498  0.689291  9446   0
30     35    1.566    2.5     5      102    5         0.72139   0.721438  0.721343  12248  0
35     40    1.566    2.5     5      102    5         0.757856  0.758134  0.757578  14880  0
40     45    1.566    2.5     5      102    5         0.780342  0.780344  0.78034   16661  0
45     50    1.566    2.5     5      102    5         0.79358   0.793716  0.793443  12141  0
50     55    1.566    2.5     5      102    5         0.778316  0.778656  0.777977  4551   0
55     60    1.566    2.5     5      102    5         0.79035   0.790584  0.790116  1803   0
60     500   1.566    2.5     5      102    5         0.804693  0.804835  0.804552  2232   0
20     25    -2.5     -1.566  0      5      5         0.658479  0.658494  0.658464  5144   0
25     30    -2.5     -1.566  0      5      5         0.688979  0.688985  0.688973  7395   0
30     35    -2.5     -1.566  0      5      5         0.72299   0.723063  0.722916  9419   0
35     40    -2.5     -1.566  0      5      5         0.754474  0.754666  0.754281  11257  0
40     45    -2.5     -1.566  0      5      5         0.786973  0.787069  0.786876  12918  0
45     50    -2.5     -1.566  0      5      5         0.797608  0.797697  0.797519  8912   0
50     55    -2.5     -1.566  0      5      5         0.807798  0.80799   0.807606  3297   0
55     60    -2.5     -1.566  0      5      5         0.833275  0.833992  0.832558  1325   0
60     500   -2.5     -1.566  0      5      5         0.822769  0.823572  0.821967  1531   0
20     25    -2.5     -1.566  5      102    5         0.644151  0.644444  0.643857  6806   0
25     30    -2.5     -1.566  5      102    5         0.687873  0.687894  0.687852  9629   0
30     35    -2.5     -1.566  5      102    5         0.7197    0.719832  0.719567  12258  0
35     40    -2.5     -1.566  5      102    5         0.758782  0.758822  0.758742  14453  0
40     45    -2.5     -1.566  5      102    5         0.785724  0.785727  0.785721  16583  0
45     50    -2.5     -1.566  5      102    5         0.791694  0.791705  0.791683  12074  0
50     55    -2.5     -1.566  5      102    5         0.806581  0.806789  0.806374  4671   0
55     60    -2.5     -1.566  5      102    5         0.813481  0.813737  0.813224  1792   0
60     500   -2.5     -1.566  5      102    5         0.82789   0.828756  0.827025  2079   0
# Output directory:  /export/scratch/tmp/gsf_gsf_mc_run_as_data_QWtm0U
