#efficiency name: GSF (Data)
#dimension: 1
#XMin  XMax  EtaMin   EtaMax  PUMin  PUMax  NumParms  eff       systp     systm     den      phistar
20     25    -1.4442  1.4442  0      5      5         0.866276  0.870393  0.862159  956.96   0
25     30    -1.4442  1.4442  0      5      5         0.941264  0.941572  0.940955  1758.03  0
30     35    -1.4442  1.4442  0      5      5         0.97665   0.977183  0.976118  2759.9   0
35     40    -1.4442  1.4442  0      5      5         0.967025  0.967053  0.966996  3669.23  0
40     45    -1.4442  1.4442  0      5      5         0.979377  0.979685  0.979069  4279.36  0
45     50    -1.4442  1.4442  0      5      5         0.989833  0.990365  0.9893    2574.54  0
50     55    -1.4442  1.4442  0      5      5         0.985795  0.986143  0.985447  998.79   0
55     60    -1.4442  1.4442  0      5      5         0.990214  0.993208  0.987219  421.514  0
60     500   -1.4442  1.4442  0      5      5         0.98825   0.990078  0.986423  590.27   0
20     25    -1.4442  1.4442  5      102    5         0.880982  0.881401  0.880562  1145     0
25     30    -1.4442  1.4442  5      102    5         0.941303  0.941994  0.940613  1950.4   0
30     35    -1.4442  1.4442  5      102    5         0.952235  0.952576  0.951893  3071.39  0
35     40    -1.4442  1.4442  5      102    5         0.972537  0.97261   0.972464  4168.64  0
40     45    -1.4442  1.4442  5      102    5         0.972634  0.972874  0.972394  5148.91  0
45     50    -1.4442  1.4442  5      102    5         1.00093   1.001     1.00085   3035.96  0
50     55    -1.4442  1.4442  5      102    5         0.980076  0.980235  0.979917  1138.31  0
55     60    -1.4442  1.4442  5      102    5         0.980777  0.982993  0.978561  504.794  0
60     500   -1.4442  1.4442  5      102    5         0.985881  0.990345  0.981417  694.402  0
20     25    1.566    2.5     0      5      5         0.64438   0.647209  0.641551  391.367  0
25     30    1.566    2.5     0      5      5         0.764292  0.764946  0.763637  576.686  0
30     35    1.566    2.5     0      5      5         0.776549  0.776573  0.776524  678.1    0
35     40    1.566    2.5     0      5      5         0.751751  0.752561  0.750942  924.029  0
40     45    1.566    2.5     0      5      5         0.773744  0.774119  0.77337   1032.62  0
45     50    1.566    2.5     0      5      5         0.800157  0.800263  0.80005   598.013  0
50     55    1.566    2.5     0      5      5         0.800186  0.800694  0.799677  200.272  0
55     60    1.566    2.5     0      5      5         0.835182  0.840055  0.830309  108.934  0
60     500   1.566    2.5     0      5      5         0.749599  0.749752  0.749446  127.992  0
20     25    1.566    2.5     5      102    5         0.653908  0.656601  0.651216  453.967  0
25     30    1.566    2.5     5      102    5         0.655655  0.656515  0.654796  608.281  0
30     35    1.566    2.5     5      102    5         0.694078  0.694257  0.693899  908.327  0
35     40    1.566    2.5     5      102    5         0.76235   0.762787  0.761913  1160.39  0
40     45    1.566    2.5     5      102    5         0.791822  0.79268   0.790964  1210.39  0
45     50    1.566    2.5     5      102    5         0.773844  0.775201  0.772488  738.732  0
50     55    1.566    2.5     5      102    5         0.783288  0.789286  0.77729   290      0
55     60    1.566    2.5     5      102    5         0.700691  0.701038  0.700343  120.847  0
60     500   1.566    2.5     5      102    5         0.846225  0.849158  0.843292  165.009  0
20     25    -2.5     -1.566  0      5      5         0.69896   0.704961  0.69296   379.031  0
25     30    -2.5     -1.566  0      5      5         0.677794  0.679158  0.67643   562.316  0
30     35    -2.5     -1.566  0      5      5         0.719356  0.719682  0.71903   791.415  0
35     40    -2.5     -1.566  0      5      5         0.736009  0.736774  0.735243  937.405  0
40     45    -2.5     -1.566  0      5      5         0.765594  0.766198  0.764991  1037.65  0
45     50    -2.5     -1.566  0      5      5         0.793914  0.794083  0.793745  556.898  0
50     55    -2.5     -1.566  0      5      5         0.776111  0.778445  0.773777  199.611  0
55     60    -2.5     -1.566  0      5      5         0.784001  0.789968  0.778034  95.1106  0
60     500   -2.5     -1.566  0      5      5         0.823934  0.825699  0.822169  128.602  0
20     25    -2.5     -1.566  5      102    5         0.59306   0.595002  0.591118  438.534  0
25     30    -2.5     -1.566  5      102    5         0.65953   0.659812  0.659248  619.274  0
30     35    -2.5     -1.566  5      102    5         0.743124  0.743709  0.74254   873.343  0
35     40    -2.5     -1.566  5      102    5         0.725769  0.726002  0.725537  1043.31  0
40     45    -2.5     -1.566  5      102    5         0.77609   0.776423  0.775756  1202.75  0
45     50    -2.5     -1.566  5      102    5         0.788941  0.789352  0.788529  743.438  0
50     55    -2.5     -1.566  5      102    5         0.71261   0.715652  0.709568  229.059  0
55     60    -2.5     -1.566  5      102    5         0.855814  0.85605   0.855578  100.89   0
60     500   -2.5     -1.566  5      102    5         0.727662  0.733401  0.721924  164.304  0
# Output directory:  /export/scratch/tmp/gsf_gsf_mc_run_as_data_ZKEbDD
