#efficiency name: ECAL-Trigger
#dimension: 1
#XMin  XMax  EtaMin   EtaMax  PUMin  PUMax  NumParms  eff       systp     systm     den      phistar
20     25    -1.4442  1.4442  0      5      5         0.914654  0.914924  0.914384  1205.53  0
25     30    -1.4442  1.4442  0      5      5         0.932829  0.933482  0.932176  2499.24  0
30     35    -1.4442  1.4442  0      5      5         0.97683   0.977052  0.976609  3656.15  0
35     40    -1.4442  1.4442  0      5      5         0.985058  0.985308  0.984807  4831.8   0
40     45    -1.4442  1.4442  0      5      5         0.992456  0.992737  0.992176  5407.1   0
45     50    -1.4442  1.4442  0      5      5         0.993371  0.993547  0.993195  3277.55  0
50     55    -1.4442  1.4442  0      5      5         0.995543  0.995921  0.995166  1293.64  0
55     60    -1.4442  1.4442  0      5      5         1.00362   1.00608   1.00117   581.174  0
60     500   -1.4442  1.4442  0      5      5         0.983599  0.98391   0.983288  890.028  0
20     25    -1.4442  1.4442  5      102    5         0.896658  0.897221  0.896096  1337.72  0
25     30    -1.4442  1.4442  5      102    5         0.95402   0.954164  0.953875  2641.86  0
30     35    -1.4442  1.4442  5      102    5         0.966874  0.966975  0.966772  4135.8   0
35     40    -1.4442  1.4442  5      102    5         0.983972  0.984059  0.983886  5514.92  0
40     45    -1.4442  1.4442  5      102    5         0.988989  0.989281  0.988698  6586.44  0
45     50    -1.4442  1.4442  5      102    5         0.999038  0.99955   0.998525  3769.9   0
50     55    -1.4442  1.4442  5      102    5         1.00154   1.00287   1.00022   1497.53  0
55     60    -1.4442  1.4442  5      102    5         0.997049  0.997199  0.996899  759.941  0
60     500   -1.4442  1.4442  5      102    5         0.989859  0.990948  0.98877   1179.72  0
20     25    1.566    2.5     0      5      5         0.7629    0.790281  0.735518  347.644  0
25     30    1.566    2.5     0      5      5         0.755667  0.758309  0.753025  627.527  0
30     35    1.566    2.5     0      5      5         0.71848   0.719448  0.717512  883.782  0
35     40    1.566    2.5     0      5      5         0.771965  0.772014  0.771916  1039.24  0
40     45    1.566    2.5     0      5      5         0.897027  0.897169  0.896886  1108.59  0
45     50    1.566    2.5     0      5      5         0.959577  0.964982  0.954171  713.483  0
50     55    1.566    2.5     0      5      5         0.995303  0.999914  0.990692  256.222  0
55     60    1.566    2.5     0      5      5         0.881055  0.885364  0.876745  124.742  0
60     500   1.566    2.5     0      5      5         0.871197  0.879083  0.86331   176.615  0
20     25    1.566    2.5     5      102    5         0.724047  0.738636  0.709458  421.235  0
25     30    1.566    2.5     5      102    5         0.740612  0.750743  0.73048   754.506  0
30     35    1.566    2.5     5      102    5         0.676945  0.677841  0.676049  1138.51  0
35     40    1.566    2.5     5      102    5         0.752521  0.753343  0.751698  1335.98  0
40     45    1.566    2.5     5      102    5         0.898532  0.898988  0.898076  1348.63  0
45     50    1.566    2.5     5      102    5         0.925204  0.925634  0.924774  860.257  0
50     55    1.566    2.5     5      102    5         1.01158   1.02082   1.00234   337.55   0
55     60    1.566    2.5     5      102    5         0.970671  0.978583  0.96276   161.403  0
60     500   1.566    2.5     5      102    5         0.934988  0.94293   0.927046  168.235  0
20     25    -2.5     -1.566  0      5      5         0.753949  0.77368   0.734217  345.494  0
25     30    -2.5     -1.566  0      5      5         0.688376  0.69479   0.681962  706.213  0
30     35    -2.5     -1.566  0      5      5         0.650817  0.651065  0.650569  950.475  0
35     40    -2.5     -1.566  0      5      5         0.799813  0.800025  0.7996    1074.35  0
40     45    -2.5     -1.566  0      5      5         0.909364  0.910911  0.907817  1134.21  0
45     50    -2.5     -1.566  0      5      5         0.948768  0.950357  0.947178  660.408  0
50     55    -2.5     -1.566  0      5      5         0.941415  0.945094  0.937736  218.989  0
55     60    -2.5     -1.566  0      5      5         0.882013  0.885803  0.878222  143.631  0
60     500   -2.5     -1.566  0      5      5         0.984741  0.987939  0.981542  221.918  0
20     25    -2.5     -1.566  5      102    5         0.698227  0.712067  0.684386  372.443  0
25     30    -2.5     -1.566  5      102    5         0.66201   0.664416  0.659604  766.81   0
30     35    -2.5     -1.566  5      102    5         0.681663  0.681878  0.681449  1039.81  0
35     40    -2.5     -1.566  5      102    5         0.74166   0.742307  0.741014  1186.25  0
40     45    -2.5     -1.566  5      102    5         0.89451   0.896314  0.892706  1393.6   0
45     50    -2.5     -1.566  5      102    5         0.929497  0.93166   0.927333  870.318  0
50     55    -2.5     -1.566  5      102    5         0.955151  0.95853   0.951772  292.682  0
55     60    -2.5     -1.566  5      102    5         1.01952   1.03925   0.999793  139.667  0
60     500   -2.5     -1.566  5      102    5         0.917664  0.921948  0.913379  262.358  0
# Output directory:  /export/scratch/tmp/gsf_gsf_mc_run_as_data_UQd8YB
