# 
#       Bin     Y_Min     Y_Max     Value  Uncertainty
         1         -5       -4.9          0          0
         2       -4.9       -4.8          0          0
         3       -4.8       -4.7          0          0
         4       -4.7       -4.6          0          0
         5       -4.6       -4.5          0          0
         6       -4.5       -4.4          0          0
         7       -4.4       -4.3          0          0
         8       -4.3       -4.2          0          0
         9       -4.2       -4.1          0          0
        10       -4.1         -4          0          0
        11         -4       -3.9          0          0
        12       -3.9       -3.8          0          0
        13       -3.8       -3.7  0.0501437   0.223928
        14       -3.7       -3.6   0.113429   0.336793
        15       -3.6       -3.5   0.112554   0.335491
        16       -3.5       -3.4  0.0615425   0.248078
        17       -3.4       -3.3  0.0684805   0.261688
        18       -3.3       -3.2  0.0606736    0.24632
        19       -3.2       -3.1  0.0434023   0.208332
        20       -3.1         -3  0.0373081   0.193153
        21         -3       -2.9  0.0308081   0.175522
        22       -2.9       -2.8  0.0242312   0.155664
        23       -2.8       -2.7  0.0219109   0.148023
        24       -2.7       -2.6  0.0220697   0.148559
        25       -2.6       -2.5   0.015539   0.124655
        26       -2.5       -2.4  0.0126736   0.112577
        27       -2.4       -2.3  0.0114401   0.106958
        28       -2.3       -2.2  0.0104761   0.102353
        29       -2.2       -2.1  0.0109245    0.10452
        30       -2.1         -2 0.00955317  0.0977403
        31         -2       -1.9 0.00787423  0.0887369
        32       -1.9       -1.8 0.00631192  0.0794476
        33       -1.8       -1.7 0.00560791   0.074886
        34       -1.7       -1.6  0.0049148  0.0701056
        35       -1.6       -1.5 0.00559224  0.0747813
        36       -1.5       -1.4 0.00543079  0.0736939
        37       -1.4       -1.3 0.00511268   0.071503
        38       -1.3       -1.2 0.00547064  0.0739638
        39       -1.2       -1.1 0.00577191  0.0759731
        40       -1.1         -1  0.0053954  0.0734534
        41         -1       -0.9 0.00560983  0.0748988
        42       -0.9       -0.8 0.00590452  0.0768409
        43       -0.8       -0.7 0.00538176  0.0733605
        44       -0.7       -0.6  0.0052061  0.0721533
        45       -0.6       -0.5 0.00475138  0.0689303
        46       -0.5       -0.4 0.00425362  0.0652197
        47       -0.4       -0.3 0.00386557  0.0621737
        48       -0.3       -0.2  0.0032776  0.0572504
        49       -0.2       -0.1 0.00347715  0.0589674
        50       -0.1          0 0.00318355   0.056423
        51          0        0.1 0.00349538  0.0591218
        52        0.1        0.2 0.00295776  0.0543853
        53        0.2        0.3 0.00329148  0.0573715
        54        0.3        0.4 0.00331656  0.0575896
        55        0.4        0.5 0.00360343  0.0600286
        56        0.5        0.6 0.00363956  0.0603288
        57        0.6        0.7 0.00426833  0.0653325
        58        0.7        0.8 0.00457862  0.0676655
        59        0.8        0.9 0.00464306    0.06814
        60        0.9          1 0.00456756  0.0675838
        61          1        1.1 0.00493894  0.0702776
        62        1.1        1.2 0.00510039   0.071417
        63        1.2        1.3 0.00544937  0.0738199
        64        1.3        1.4  0.0054183  0.0736091
        65        1.4        1.5 0.00545107  0.0738313
        66        1.5        1.6 0.00552914  0.0743582
        67        1.6        1.7 0.00577913  0.0760206
        68        1.7        1.8 0.00613681  0.0783378
        69        1.8        1.9 0.00673515  0.0820679
        70        1.9          2 0.00767596  0.0876126
        71          2        2.1 0.00949516  0.0974431
        72        2.1        2.2 0.00972592  0.0986201
        73        2.2        2.3 0.00983202  0.0991566
        74        2.3        2.4  0.0100038   0.100019
        75        2.4        2.5  0.0113691   0.106626
        76        2.5        2.6  0.0142034   0.119178
        77        2.6        2.7  0.0193173   0.138987
        78        2.7        2.8  0.0236134   0.153666
        79        2.8        2.9  0.0247075   0.157186
        80        2.9          3  0.0279889   0.167299
        81          3        3.1  0.0344431   0.185589
        82        3.1        3.2  0.0356321   0.188765
        83        3.2        3.3  0.0516149   0.227189
        84        3.3        3.4  0.0536276   0.231576
        85        3.4        3.5  0.0713655   0.267143
        86        3.5        3.6  0.0719043    0.26815
        87        3.6        3.7  0.0870683   0.295073
        88        3.7        3.8   0.349048   0.590803
        89        3.8        3.9          0          0
        90        3.9          4          0          0
        91          4        4.1          0          0
        92        4.1        4.2          0          0
        93        4.2        4.3          0          0
        94        4.3        4.4          0          0
        95        4.4        4.5          0          0
        96        4.5        4.6          0          0
        97        4.6        4.7          0          0
        98        4.7        4.8          0          0
        99        4.8        4.9          0          0
       100        4.9          5          0          0
