#efficiency name: WP80
#dimension: 1
#XMin XMax EtaMin  EtaMax  PUMin PUMax NumParms eff      systp    systm    den    phistar
38    38.5 -1.4442 1.4442  11    102   5        0.793543 0.795129 0.791956 699     0
38    38.5 -1.4442 1.4442  5     11    5        0.883415 0.883564 0.883266 3488    0
38    38.5 1.566   2.5     0     5     5        0.909572 0.910839 0.908305 572     0
38    38.5 1.566   2.5     11    102   5        0.671716 0.679897 0.663536 115.975 0
38    38.5 1.566   2.5     5     11    5        0.788416 0.795455 0.781377 494     0
38    38.5 -2.5    -1.566  0     5     5        0.90922  0.911734 0.906705 523.875 0
38    38.5 -2.5    -1.566  11    102   5        0.589777 0.612069 0.567485 116     0
38    38.5 -2.5    -1.566  5     11    5        0.781408 0.787623 0.775194 516     0
38.5  39   -1.4442 1.4442  0     5     5        0.965969 0.966439 0.965499 3890    0
38.5  39   -1.4442 1.4442  11    102   5        0.77235  0.774112 0.770588 788     0
38.5  39   -1.4442 1.4442  5     11    5        0.899073 0.899185 0.89896  3753    0
38.5  39   1.566   2.5     0     5     5        0.897326 0.900722 0.89393  554     0
38.5  39   1.566   2.5     11    102   5        0.678476 0.684211 0.672741 95      0
38.5  39   1.566   2.5     5     11    5        0.769533 0.780187 0.758878 536     0
38.5  39   -2.5    -1.566  0     5     5        0.880032 0.883459 0.876605 534     0
38.5  39   -2.5    -1.566  11    102   5        0.583096 0.587629 0.578564 97      0
38.5  39   -2.5    -1.566  5     11    5        0.741695 0.749091 0.7343   551     0
39    39.5 -1.4442 1.4442  0     5     5        0.962125 0.962466 0.961785 4065    0
39    39.5 -1.4442 1.4442  11    102   5        0.789147 0.790604 0.78769  746     0
39    39.5 -1.4442 1.4442  5     11    5        0.909569 0.909808 0.909331 3796    0
39    39.5 1.566   2.5     0     5     5        0.929997 0.932504 0.927489 563     0
39    39.5 1.566   2.5     11    102   5        0.717885 0.731225 0.704545 88      0
39    39.5 1.566   2.5     5     11    5        0.789124 0.792405 0.785844 551     0
39    39.5 -2.5    -1.566  0     5     5        0.905405 0.905626 0.905184 551     0
39    39.5 -2.5    -1.566  11    102   5        0.668549 0.685185 0.651912 108     0
39    39.5 -2.5    -1.566  5     11    5        0.778607 0.787838 0.769376 530     0
39.5  40   -1.4442 1.4442  0     5     5        0.967812 0.967952 0.967672 4184    0
39.5  40   -1.4442 1.4442  11    102   5        0.794913 0.79521  0.794616 837     0
39.5  40   -1.4442 1.4442  5     11    5        0.919719 0.920214 0.919223 3916    0
39.5  40   1.566   2.5     0     5     5        0.913772 0.920293 0.907251 593     0
39.5  40   1.566   2.5     11    102   5        0.682624 0.691434 0.673815 100.779 0
39.5  40   1.566   2.5     5     11    5        0.827643 0.830623 0.824663 519     0
39.5  40   -2.5    -1.566  0     5     5        0.901132 0.902527 0.899738 554     0
39.5  40   -2.5    -1.566  11    102   5        0.628077 0.643883 0.612272 98.9777 0
39.5  40   -2.5    -1.566  5     11    5        0.787528 0.78913  0.785926 460     0
40    45   -1.4442 1.4442  0     5     5        0.977048 0.977294 0.976802 46793   0
40    45   -1.4442 1.4442  11    102   5        0.837486 0.837914 0.837059 9275    0
40    45   -1.4442 1.4442  5     11    5        0.936959 0.937366 0.936551 44536   0
40    45   1.566   2.5     0     5     5        0.923844 0.924891 0.922797 4678    0
40    45   1.566   2.5     11    102   5        0.658281 0.659846 0.656716 872     0
40    45   1.566   2.5     5     11    5        0.803824 0.807036 0.800612 4347.05 0
40    45   -2.5    -1.566  0     5     5        0.920369 0.922078 0.91866  4604    0
40    45   -2.5    -1.566  11    102   5        0.654658 0.655785 0.653531 892     0
40    45   -2.5    -1.566  5     11    5        0.797929 0.80057  0.795287 4218    0
45    50   -1.4442 1.4442  0     5     5        0.98626  0.986678 0.985842 31977   0
45    50   -1.4442 1.4442  11    102   5        0.890323 0.891315 0.88933  6562    0
45    50   -1.4442 1.4442  5     11    5        0.958415 0.958691 0.958138 30984   0
45    50   1.566   2.5     0     5     5        0.934123 0.934249 0.933997 2073.97 0
45    50   1.566   2.5     11    102   5        0.715464 0.720877 0.710052 425.239 0
45    50   1.566   2.5     5     11    5        0.844825 0.845943 0.843707 2173    0
45    50   -2.5    -1.566  0     5     5        0.948364 0.949898 0.94683  2267.52 0
45    50   -2.5    -1.566  11    102   5        0.725542 0.725669 0.725416 477.968 0
45    50   -2.5    -1.566  5     11    5        0.825905 0.826842 0.824968 2136    0
50    55   -1.4442 1.4442  0     5     5        0.989211 0.989301 0.989122 12383   0
50    55   -1.4442 1.4442  11    102   5        0.919452 0.91979  0.919114 2510    0
50    55   -1.4442 1.4442  5     11    5        0.969224 0.969715 0.968733 12024   0
50    55   1.566   2.5     0     5     5        0.943307 0.943894 0.94272  918     0
50    55   1.566   2.5     11    102   5        0.682116 0.68837  0.675862 148     0
50    55   1.566   2.5     5     11    5        0.85147  0.853778 0.849161 765.815 0
50    55   -2.5    -1.566  0     5     5        0.960502 0.96406  0.956943 934     0
50    55   -2.5    -1.566  11    102   5        0.747553 0.751429 0.743677 158.079 0
50    55   -2.5    -1.566  5     11    5        0.867995 0.869311 0.866679 849.097 0
55    60   -1.4442 1.4442  0     5     5        0.989096 0.989792 0.9884   5831.46 0
55    60   -1.4442 1.4442  11    102   5        0.944869 0.945636 0.944102 1161.09 0
55    60   -1.4442 1.4442  5     11    5        0.976956 0.977074 0.976837 5510    0
55    60   1.566   2.5     0     5     5        0.946723 0.949608 0.943838 434.384 0
55    60   1.566   2.5     11    102   5        0.731262 0.770913 0.691612 76.965  0
55    60   1.566   2.5     5     11    5        0.894927 0.901862 0.887992 402.895 0
55    60   -2.5    -1.566  0     5     5        0.943993 0.945926 0.94206  468     0
55    60   -2.5    -1.566  11    102   5        0.769231 0.769231 0.769231 65      0
55    60   -2.5    -1.566  5     11    5        0.891422 0.899896 0.882949 434.463 0
60    65   -1.4442 1.4442  0     5     5        0.98942  0.989886 0.988953 3291    0
60    65   -1.4442 1.4442  11    102   5        0.961182 0.963346 0.959018 603.2   0
60    65   -1.4442 1.4442  5     11    5        0.979594 0.979688 0.979501 2972    0
60    65   1.566   2.5     0     5     5        0.946027 0.947761 0.944293 277     0
60    65   1.566   2.5     11    102   5        0.686118 0.720332 0.651904 41.8152 0
60    65   1.566   2.5     5     11    5        0.904858 0.907493 0.902222 229     0
60    65   -2.5    -1.566  0     5     5        0.978831 0.980112 0.97755  254.15  0
60    65   -2.5    -1.566  11    102   5        0.969968 0.987058 0.952877 42.7859 0
60    65   -2.5    -1.566  5     11    5        0.904305 0.909686 0.898925 241.842 0
65    70   -1.4442 1.4442  0     5     5        0.992234 0.992459 0.992009 2013    0
65    70   -1.4442 1.4442  11    102   5        0.956042 0.958079 0.954004 332.2   0
65    70   -1.4442 1.4442  5     11    5        0.984069 0.985089 0.98305  1856.61 0
65    70   1.566   2.5     0     5     5        0.979938 0.980519 0.979357 158     0
65    70   1.566   2.5     11    102   5        0.823809 0.83047  0.817149 31.9069 0
65    70   1.566   2.5     5     11    5        0.918329 0.924242 0.912415 134     0
65    70   -2.5    -1.566  0     5     5        0.981798 0.984576 0.979021 146     0
65    70   -2.5    -1.566  11    102   5        0.871803 0.875648 0.867957 23.8317 0
65    70   -2.5    -1.566  5     11    5        0.914673 0.919571 0.909774 137     0
70    75   -1.4442 1.4442  0     5     5        0.989607 0.989879 0.989336 1285    0
70    75   -1.4442 1.4442  11    102   5        0.966993 0.970461 0.963524 194.019 0
70    75   -1.4442 1.4442  5     11    5        0.991666 0.99353  0.989802 1204.18 0
70    75   1.566   2.5     0     5     5        0.961287 0.961538 0.961035 82      0
70    75   1.566   2.5     11    102   5        0.899171 0.923761 0.87458  8       0
70    75   1.566   2.5     5     11    5        0.90037  0.907407 0.893333 78      0
70    75   -2.5    -1.566  0     5     5        0.91617  0.93595  0.896389 97      0
70    75   -2.5    -1.566  11    102   5        0.919197 0.969971 0.868423 15.8514 0
70    75   -2.5    -1.566  5     11    5        0.87188  0.884889 0.85887  80.8853 0
75    80   -1.4442 1.4442  0     5     5        0.992827 0.993052 0.992602 853     0
75    80   -1.4442 1.4442  11    102   5        0.960908 0.963226 0.958589 150.828 0
75    80   -1.4442 1.4442  5     11    5        0.980662 0.980978 0.980346 773     0
75    80   1.566   2.5     0     5     5        0.977625 0.982456 0.972793 58      0
75    80   1.566   2.5     11    102   5        0.907692 0.948718 0.866667 15      0
75    80   1.566   2.5     5     11    5        0.938302 0.95     0.926603 40      0
75    80   -2.5    -1.566  0     5     5        1        1        1        57      0
75    80   -2.5    -1.566  11    102   5        1        1        1        10.9495 0
75    80   -2.5    -1.566  5     11    5        0.920108 0.931818 0.908397 46      0
80    85   -1.4442 1.4442  0     5     5        0.992525 0.993685 0.991364 598     0
80    85   -1.4442 1.4442  11    102   5        0.963443 0.965375 0.961511 110.838 0
80    85   -1.4442 1.4442  5     11    5        0.989281 0.989315 0.989247 582     0
80    85   1.566   2.5     0     5     5        0.934005 0.949032 0.918978 35.9095 0
80    85   1.566   2.5     11    102   5        0.805579 0.833333 0.777825 6       0
80    85   1.566   2.5     5     11    5        0.941916 0.944438 0.939394 35      0
80    85   -2.5    -1.566  0     5     5        1        1        1        28      0
80    85   -2.5    -1.566  11    102   5        1        1        1        9       0
80    85   -2.5    -1.566  5     11    5        0.88041  0.9032   0.85762  34.9805 0
85    90   -1.4442 1.4442  0     5     5        0.979827 0.980907 0.978746 433     0
85    90   -1.4442 1.4442  11    102   5        1        1        1        62.7142 0
85    90   -1.4442 1.4442  5     11    5        0.990971 0.991329 0.990613 355     0
85    90   1.566   2.5     0     5     5        0.954762 0.97619  0.933333 30      0
85    90   1.566   2.5     11    102   5        0.757143 0.8      0.714286 5       0
85    90   1.566   2.5     5     11    5        0.861628 0.888645 0.834612 23.9632 0
85    90   -2.5    -1.566  0     5     5        1        1        1        21      0
85    90   -2.5    -1.566  11    102   5        1        1        1        4       0
85    90   -2.5    -1.566  5     11    5        0.883035 0.88607  0.88     25      0
90    95   -1.4442 1.4442  0     5     5        0.984622 0.98513  0.984114 279     0
90    95   -1.4442 1.4442  11    102   5        1        1        1        47      0
90    95   -1.4442 1.4442  5     11    5        0.992183 0.992509 0.991857 273     0
90    95   1.566   2.5     0     5     5        0.890663 0.911761 0.869565 23      0
90    95   1.566   2.5     11    102   5        0.589286 0.75     0.428572 4       0
90    95   1.566   2.5     5     11    5        0.871875 0.893008 0.850742 19      0
90    95   -2.5    -1.566  0     5     5        0.905207 0.92     0.890413 25      0
90    95   -2.5    -1.566  11    102   5        1        1        1        0       0
90    95   -2.5    -1.566  5     11    5        1        1        1        7.98617 0
95    100  -1.4442 1.4442  0     5     5        0.991722 0.993544 0.989899 203     0
95    100  -1.4442 1.4442  11    102   5        1        1        1        33      0
95    100  -1.4442 1.4442  5     11    5        0.98888  0.989468 0.988293 202     0
95    100  1.566   2.5     0     5     5        1        1        1        12      0
95    100  1.566   2.5     11    102   5        1        1        1        3       0
95    100  1.566   2.5     5     11    5        1        1        1        14      0
95    100  -2.5    -1.566  0     5     5        1        1        1        16.979  0
95    100  -2.5    -1.566  11    102   5        1        1        1        1       0
95    100  -2.5    -1.566  5     11    5        1        1        1        11.9481 0
