1     0.0     2.5   0.044
 2     2.5     5.0   0.002
 3     5.0     7.5   0.007
 4     7.5    10.0   0.018
 5    10.0    12.5   0.013
 6    12.5    15.0   0.016
 7    15.0    17.5   0.021
 8    17.5    20.0   0.020
 9    20.0    30.0   0.002
10    30.0    40.0   0.022
11    40.0    50.0   0.010
12    50.0    70.0   0.009
13    70.0    90.0   0.040
14    90.0   110.0   0.018
15   110.0   150.0   0.020
16   150.0   190.0   0.053
17   190.0   250.0   0.040
18   250.0   600.0   0.001
