# 
#       Bin     Y_Min     Y_Max     Value  Uncertainty
         1         -5       -4.9          0          0
         2       -4.9       -4.8          0          0
         3       -4.8       -4.7          0          0
         4       -4.7       -4.6          0          0
         5       -4.6       -4.5          0          0
         6       -4.5       -4.4          0          0
         7       -4.4       -4.3          0          0
         8       -4.3       -4.2          0          0
         9       -4.2       -4.1          0          0
        10       -4.1         -4          0          0
        11         -4       -3.9          0          0
        12       -3.9       -3.8          0          0
        13       -3.8       -3.7 0.00437185  0.0661199
        14       -3.7       -3.6 0.00437188  0.0661202
        15       -3.6       -3.5 0.00437187  0.0661201
        16       -3.5       -3.4 0.00437186  0.0661201
        17       -3.4       -3.3 0.00437186  0.0661201
        18       -3.3       -3.2 0.00437187  0.0661201
        19       -3.2       -3.1 0.00437186  0.0661201
        20       -3.1         -3 0.00437184  0.0661199
        21         -3       -2.9 0.00437186    0.06612
        22       -2.9       -2.8 0.00437186    0.06612
        23       -2.8       -2.7 0.00437191  0.0661204
        24       -2.7       -2.6 0.00437188  0.0661202
        25       -2.6       -2.5 0.00450112  0.0670904
        26       -2.5       -2.4 0.00322471  0.0567865
        27       -2.4       -2.3 0.00149928  0.0387206
        28       -2.3       -2.2  0.0012763  0.0357254
        29       -2.2       -2.1   0.001243  0.0352562
        30       -2.1         -2 0.00193118  0.0439452
        31         -2       -1.9 0.00182472  0.0427168
        32       -1.9       -1.8 0.000493222  0.0222086
        33       -1.8       -1.7 0.00120347   0.034691
        34       -1.7       -1.6 0.00147357  0.0383871
        35       -1.6       -1.5   0.002131  0.0461627
        36       -1.5       -1.4 0.00109386  0.0330736
        37       -1.4       -1.3 0.000583429  0.0241543
        38       -1.3       -1.2 0.00115027  0.0339156
        39       -1.2       -1.1 0.000737608  0.0271589
        40       -1.1         -1 0.00218907  0.0467875
        41         -1       -0.9 0.00101056  0.0317892
        42       -0.9       -0.8 0.00170078  0.0412406
        43       -0.8       -0.7 0.00107269   0.032752
        44       -0.7       -0.6 0.000900835  0.0300139
        45       -0.6       -0.5 0.00153444  0.0391719
        46       -0.5       -0.4 0.000906483  0.0301079
        47       -0.4       -0.3 0.00034544   0.018586
        48       -0.3       -0.2 0.00152558  0.0390587
        49       -0.2       -0.1 0.000890901   0.029848
        50       -0.1          0 0.000985792  0.0313973
        51          0        0.1 0.000902092  0.0300348
        52        0.1        0.2 0.000535028  0.0231307
        53        0.2        0.3 0.000781898  0.0279624
        54        0.3        0.4 0.000987544  0.0314252
        55        0.4        0.5 0.000406004  0.0201495
        56        0.5        0.6 0.000861867  0.0293576
        57        0.6        0.7 0.00132243  0.0363652
        58        0.7        0.8 0.00174148   0.041731
        59        0.8        0.9 0.00135029  0.0367463
        60        0.9          1 0.000571509  0.0239063
        61          1        1.1 0.000647075  0.0254377
        62        1.1        1.2 0.000923952  0.0303966
        63        1.2        1.3 0.000738305  0.0271718
        64        1.3        1.4 0.00080956  0.0284528
        65        1.4        1.5 0.00168333  0.0410285
        66        1.5        1.6 0.00165156  0.0406393
        67        1.6        1.7 0.00156424  0.0395505
        68        1.7        1.8 0.000871856  0.0295272
        69        1.8        1.9 0.00143879  0.0379314
        70        1.9          2 0.000741386  0.0272284
        71          2        2.1 0.000444426  0.0210814
        72        2.1        2.2 0.00160444  0.0400554
        73        2.2        2.3 0.00123763  0.0351799
        74        2.3        2.4 0.00135172  0.0367658
        75        2.4        2.5  0.0029155  0.0539954
        76        2.5        2.6 0.00430004  0.0655747
        77        2.6        2.7 0.00437186  0.0661201
        78        2.7        2.8 0.00437185    0.06612
        79        2.8        2.9 0.00437188  0.0661202
        80        2.9          3 0.00437189  0.0661202
        81          3        3.1 0.00437189  0.0661203
        82        3.1        3.2 0.00437187  0.0661201
        83        3.2        3.3 0.00437185    0.06612
        84        3.3        3.4 0.00437185  0.0661199
        85        3.4        3.5 0.00437185  0.0661199
        86        3.5        3.6 0.00437189  0.0661202
        87        3.6        3.7 0.00437188  0.0661202
        88        3.7        3.8 0.00437184  0.0661199
        89        3.8        3.9          0          0
        90        3.9          4          0          0
        91          4        4.1          0          0
        92        4.1        4.2          0          0
        93        4.2        4.3          0          0
        94        4.3        4.4          0          0
        95        4.4        4.5          0          0
        96        4.5        4.6          0          0
        97        4.6        4.7          0          0
        98        4.7        4.8          0          0
        99        4.8        4.9          0          0
       100        4.9          5          0          0
