# 
#       Bin     Y_Min     Y_Max     Value  Uncertainty
         1        0.7        2.5 0.00154727 0.00313874
         2        2.5          5 0.000492115 0.00204961
         3          5        7.5 0.000840752 0.00195409
         4        7.5         10 0.00086845 0.00211049
         5         10       12.5 0.00039694 0.00236345
         6       12.5         15 0.000656794 0.00265824
         7         15       17.5 0.000630585 0.00297773
         8       17.5         20 0.00236958 0.00330314
         9         20         30 0.000290032 0.00208086
        10         30         40 0.00131698 0.00291219
        11         40         50 0.00240172 0.00385652
        12         50         70 0.00172325 0.00384094
        13         70         90 0.00175817 0.00590759
        14         90        110 0.00494417 0.00867525
        15        110        150 0.00265002 0.00964206
        16        150        190 0.00624682  0.0165707
        17        190        250 0.00764148  0.0235372
        18        250        600 0.00923631  0.0344909
        19        600       3500  0.0883243   0.532505
