# 
#       Bin     Y_Min     Y_Max     Value  Uncertainty
         1         -5       -4.9          0          0
         2       -4.9       -4.8          0          0
         3       -4.8       -4.7          0          0
         4       -4.7       -4.6          0          0
         5       -4.6       -4.5          0          0
         6       -4.5       -4.4          0          0
         7       -4.4       -4.3          0          0
         8       -4.3       -4.2          0          0
         9       -4.2       -4.1          0          0
        10       -4.1         -4          0          0
        11         -4       -3.9          0          0
        12       -3.9       -3.8 5.58954e-05 0.00747632
        13       -3.8       -3.7 8.90797e-05  0.0094382
        14       -3.7       -3.6 0.000163523  0.0127876
        15       -3.6       -3.5 0.000362106  0.0190291
        16       -3.5       -3.4 0.00150102   0.038743
        17       -3.4       -3.3 0.00122435  0.0349906
        18       -3.3       -3.2 0.000224414  0.0149804
        19       -3.2       -3.1 0.000854661  0.0292346
        20       -3.1         -3 0.00147984  0.0384687
        21         -3       -2.9 0.000726838  0.0269599
        22       -2.9       -2.8 0.00172806    0.04157
        23       -2.8       -2.7 0.000425485  0.0206273
        24       -2.7       -2.6 0.000186964  0.0136735
        25       -2.6       -2.5 0.00144338  0.0379918
        26       -2.5       -2.4 0.000336086  0.0183327
        27       -2.4       -2.3 0.000427056  0.0206653
        28       -2.3       -2.2 0.000757136  0.0275161
        29       -2.2       -2.1 0.000120653  0.0109842
        30       -2.1         -2 0.000350422  0.0187196
        31         -2       -1.9 0.000317034  0.0178055
        32       -1.9       -1.8 0.000135226  0.0116287
        33       -1.8       -1.7 0.000207258  0.0143964
        34       -1.7       -1.6 0.000134423  0.0115941
        35       -1.6       -1.5 9.21235e-05  0.0095981
        36       -1.5       -1.4 8.02736e-05 0.00895955
        37       -1.4       -1.3 0.000129742  0.0113904
        38       -1.3       -1.2 0.000323082  0.0179745
        39       -1.2       -1.1 0.000145829   0.012076
        40       -1.1         -1 0.000128526  0.0113369
        41         -1       -0.9 0.000256155  0.0160048
        42       -0.9       -0.8 0.000256008  0.0160003
        43       -0.8       -0.7 0.000168818   0.012993
        44       -0.7       -0.6 4.13174e-05 0.00642786
        45       -0.6       -0.5 0.000271758  0.0164851
        46       -0.5       -0.4 0.000348621  0.0186714
        47       -0.4       -0.3 0.000136333  0.0116762
        48       -0.3       -0.2 0.00015673  0.0125192
        49       -0.2       -0.1 2.11807e-05 0.00460225
        50       -0.1          0 0.00013103  0.0114468
        51          0        0.1 0.000200467  0.0141587
        52        0.1        0.2 0.000192343  0.0138688
        53        0.2        0.3 0.000127047  0.0112715
        54        0.3        0.4 0.000118276  0.0108755
        55        0.4        0.5 0.000101118  0.0100557
        56        0.5        0.6 0.000124122   0.011141
        57        0.6        0.7 0.000199284  0.0141168
        58        0.7        0.8 9.72408e-05 0.00986107
        59        0.8        0.9 0.000136079  0.0116653
        60        0.9          1 7.55962e-05  0.0086946
        61          1        1.1 8.18277e-05 0.00904587
        62        1.1        1.2 0.000209518  0.0144747
        63        1.2        1.3 9.62924e-05 0.00981287
        64        1.3        1.4 0.000168937  0.0129976
        65        1.4        1.5 0.00012583  0.0112174
        66        1.5        1.6 0.000257266  0.0160395
        67        1.6        1.7 0.000245294  0.0156619
        68        1.7        1.8 0.000160146  0.0126549
        69        1.8        1.9 0.000228713  0.0151233
        70        1.9          2 0.000303343  0.0174167
        71          2        2.1 0.000119636  0.0109378
        72        2.1        2.2 9.72462e-05 0.00986135
        73        2.2        2.3 1.98553e-05 0.00445593
        74        2.3        2.4 0.000912468  0.0302071
        75        2.4        2.5 9.66159e-05 0.00982934
        76        2.5        2.6 0.00198666   0.044572
        77        2.6        2.7  0.0022119  0.0470308
        78        2.7        2.8 0.00220334  0.0469398
        79        2.8        2.9 0.00122849  0.0350498
        80        2.9          3 0.000792927   0.028159
        81          3        3.1 0.00146058  0.0382176
        82        3.1        3.2 0.00187381  0.0432875
        83        3.2        3.3 0.00210126  0.0458395
        84        3.3        3.4 0.000206396  0.0143665
        85        3.4        3.5 4.90667e-05 0.00700476
        86        3.5        3.6 0.000334661  0.0182938
        87        3.6        3.7 0.000197425  0.0140508
        88        3.7        3.8 0.000324328  0.0180091
        89        3.8        3.9          0          0
        90        3.9          4          0          0
        91          4        4.1          0          0
        92        4.1        4.2          0          0
        93        4.2        4.3          0          0
        94        4.3        4.4          0          0
        95        4.4        4.5          0          0
        96        4.5        4.6          0          0
        97        4.6        4.7          0          0
        98        4.7        4.8          0          0
        99        4.8        4.9          0          0
       100        4.9          5          0          0
