#put your comments after a '#'.
#Variable name: unfolding_error
PtBin     PtMin      PtMax    Value    Error
1	0	2.5	5.834e-03	0
2	2.5	5	5.035e-03	0
3	5	7.5	1.533e-03	0
4	7.5	10	2.166e-03	0
5	10	12.5	2.496e-03	0
6	12.5	15	3.576e-03	0
7	15	17.5	3.004e-03	0
8	17.5	20	3.957e-03	0
9	20	30	3.462e-03	0
10	30	40	2.292e-03	0
11	40	50	4.733e-04	0
12	50	70	7.834e-04	0
13	70	90	1.316e-03	0
14	90	110	1.796e-03	0
15	110	150	2.243e-03	0
16	150	190	2.624e-03	0
17	190	250	1.718e-03	0
18	250	600	4.064e-03	0
19	600	3.5e+03	1.020e-02	0
